ID,team_id,country,team_code,confederation_name,region_name,tournament_id,tournament_name,year,matches_played,total_goals,stage_reached,hist_avg_goals,hist_total_goals,hist_appearances,hist_avg_matches,hist_last_goals,hist_last3_avg_goals,conf_year_avg_goals,conf_avg_goals,conf_size,confederation_encoded,region_encoded,country_encoded,stage_encoded
WC-1934_ARG,T-03,Argentina,ARG,South American Football Confederation,South America,WC-1934,1934 FIFA Men's World Cup,1934,1,2,round of 16,18.0,18,1,5.0,18.0,18.0,1.5,6.921348314606742,2,4,9,2,2
WC-1934_AUT,T-05,Austria,AUT,Union of European Football Associations,Europe,WC-1934,1934 FIFA Men's World Cup,1934,4,7,third-place match,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,5.333333333333333,6.4903474903474905,12,5,4,4,5
WC-1934_BEL,T-06,Belgium,BEL,Union of European Football Associations,Europe,WC-1934,1934 FIFA Men's World Cup,1934,1,2,round of 16,0.0,0,1,2.0,0.0,0.0,5.333333333333333,6.4903474903474905,12,5,4,5,2
WC-1934_BRA,T-09,Brazil,BRA,South American Football Confederation,South America,WC-1934,1934 FIFA Men's World Cup,1934,1,1,round of 16,5.0,5,1,2.0,5.0,5.0,1.5,6.921348314606742,2,4,9,8,2
WC-1934_CSK,T-21,Czechoslovakia,CSK,Union of European Football Associations,Europe,WC-1934,1934 FIFA Men's World Cup,1934,4,9,final,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,5.333333333333333,6.4903474903474905,12,5,4,19,6
WC-1934_EGY,T-26,Egypt,EGY,Confederation of African Football,Africa,WC-1934,1934 FIFA Men's World Cup,1934,1,2,round of 16,3.499206349206349,0,0,3.3259920634920634,3.1944444444444446,3.398148148148148,2.0,3.204081632653061,1,1,0,24,2
WC-1934_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-1934,1934 FIFA Men's World Cup,1934,1,2,round of 16,4.0,4,1,3.0,4.0,4.0,5.333333333333333,6.4903474903474905,12,5,4,27,2
WC-1934_DEU,T-31,Germany,DEU,Union of European Football Associations,Europe,WC-1934,1934 FIFA Men's World Cup,1934,4,11,third-place match,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,5.333333333333333,6.4903474903474905,12,5,4,28,5
WC-1934_HUN,T-36,Hungary,HUN,Union of European Football Associations,Europe,WC-1934,1934 FIFA Men's World Cup,1934,2,5,quarter-finals,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,5.333333333333333,6.4903474903474905,12,5,4,33,3
WC-1934_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1934,1934 FIFA Men's World Cup,1934,5,12,final,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,5.333333333333333,6.4903474903474905,12,5,4,38,6
WC-1934_NLD,T-48,Netherlands,NLD,Union of European Football Associations,Europe,WC-1934,1934 FIFA Men's World Cup,1934,1,2,round of 16,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,5.333333333333333,6.4903474903474905,12,5,4,45,2
WC-1934_ROU,T-61,Romania,ROU,Union of European Football Associations,Europe,WC-1934,1934 FIFA Men's World Cup,1934,1,1,round of 16,3.0,3,1,2.0,3.0,3.0,5.333333333333333,6.4903474903474905,12,5,4,58,2
WC-1934_ESP,T-73,Spain,ESP,Union of European Football Associations,Europe,WC-1934,1934 FIFA Men's World Cup,1934,3,4,quarter-finals,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,5.333333333333333,6.4903474903474905,12,5,4,70,3
WC-1934_SWE,T-74,Sweden,SWE,Union of European Football Associations,Europe,WC-1934,1934 FIFA Men's World Cup,1934,2,4,quarter-finals,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,5.333333333333333,6.4903474903474905,12,5,4,71,3
WC-1934_CHE,T-75,Switzerland,CHE,Union of European Football Associations,Europe,WC-1934,1934 FIFA Men's World Cup,1934,2,5,quarter-finals,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,5.333333333333333,6.4903474903474905,12,5,4,72,3
WC-1934_USA,T-83,United States,USA,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1934,1934 FIFA Men's World Cup,1934,1,1,round of 16,7.0,7,1,3.0,7.0,7.0,1.0,3.0869565217391304,1,2,7,79,2
WC-1938_BEL,T-06,Belgium,BEL,Union of European Football Associations,Europe,WC-1938,1938 FIFA Men's World Cup,1938,1,1,round of 16,1.0,2,2,1.5,2.0,1.0,5.416666666666667,6.4903474903474905,12,5,4,5,2
WC-1938_BRA,T-09,Brazil,BRA,South American Football Confederation,South America,WC-1938,1938 FIFA Men's World Cup,1938,5,14,third-place match,3.0,6,2,1.5,1.0,3.0,14.0,6.921348314606742,1,4,9,8,5
WC-1938_CUB,T-19,Cuba,CUB,"Confederation of North, Central American and Caribbean Association Football",Caribbean,WC-1938,1938 FIFA Men's World Cup,1938,3,5,quarter-finals,3.218856698856699,0,0,3.1099993260707546,3.3714285714285714,3.461904761904762,5.0,3.0869565217391304,1,2,1,17,3
WC-1938_CSK,T-21,Czechoslovakia,CSK,Union of European Football Associations,Europe,WC-1938,1938 FIFA Men's World Cup,1938,3,5,quarter-finals,9.0,9,1,4.0,9.0,9.0,5.416666666666667,6.4903474903474905,12,5,4,19,3
WC-1938_IDN,T-23,Dutch East Indies,IDN,Asian Football Confederation,South East Asia,WC-1938,1938 FIFA Men's World Cup,1938,1,0,round of 16,2.5287698412698414,0,0,3.2121775793650795,2.875,2.75,0.0,2.727272727272727,1,0,10,21,2
WC-1938_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-1938,1938 FIFA Men's World Cup,1938,2,4,quarter-finals,3.0,6,2,2.0,2.0,3.0,5.416666666666667,6.4903474903474905,12,5,4,27,3
WC-1938_DEU,T-31,Germany,DEU,Union of European Football Associations,Europe,WC-1938,1938 FIFA Men's World Cup,1938,2,3,round of 16,11.0,11,1,4.0,11.0,11.0,5.416666666666667,6.4903474903474905,12,5,4,28,2
WC-1938_HUN,T-36,Hungary,HUN,Union of European Football Associations,Europe,WC-1938,1938 FIFA Men's World Cup,1938,4,15,final,5.0,5,1,2.0,5.0,5.0,5.416666666666667,6.4903474903474905,12,5,4,33,6
WC-1938_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1938,1938 FIFA Men's World Cup,1938,4,11,final,12.0,12,1,5.0,12.0,12.0,5.416666666666667,6.4903474903474905,12,5,4,38,6
WC-1938_NLD,T-48,Netherlands,NLD,Union of European Football Associations,Europe,WC-1938,1938 FIFA Men's World Cup,1938,1,0,round of 16,2.0,2,1,1.0,2.0,2.0,5.416666666666667,6.4903474903474905,12,5,4,45,2
WC-1938_NOR,T-53,Norway,NOR,Union of European Football Associations,Europe,WC-1938,1938 FIFA Men's World Cup,1938,1,1,round of 16,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,5.416666666666667,6.4903474903474905,12,5,4,50,2
WC-1938_POL,T-57,Poland,POL,Union of European Football Associations,Europe,WC-1938,1938 FIFA Men's World Cup,1938,1,5,round of 16,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,5.416666666666667,6.4903474903474905,12,5,4,54,2
WC-1938_ROU,T-61,Romania,ROU,Union of European Football Associations,Europe,WC-1938,1938 FIFA Men's World Cup,1938,2,4,round of 16,2.0,4,2,1.5,1.0,2.0,5.416666666666667,6.4903474903474905,12,5,4,58,2
WC-1938_SWE,T-74,Sweden,SWE,Union of European Football Associations,Europe,WC-1938,1938 FIFA Men's World Cup,1938,3,11,third-place match,4.0,4,1,2.0,4.0,4.0,5.416666666666667,6.4903474903474905,12,5,4,71,5
WC-1938_CHE,T-75,Switzerland,CHE,Union of European Football Associations,Europe,WC-1938,1938 FIFA Men's World Cup,1938,3,5,quarter-finals,5.0,5,1,2.0,5.0,5.0,5.416666666666667,6.4903474903474905,12,5,4,72,3
WC-1950_BOL,T-07,Bolivia,BOL,South American Football Confederation,South America,WC-1950,1950 FIFA Men's World Cup,1950,1,0,group stage,0.0,0,1,2.0,0.0,0.0,8.8,6.921348314606742,5,4,9,6,0
WC-1950_BRA,T-09,Brazil,BRA,South American Football Confederation,South America,WC-1950,1950 FIFA Men's World Cup,1950,6,22,final round,6.666666666666667,20,3,2.6666666666666665,14.0,6.666666666666667,8.8,6.921348314606742,5,4,9,8,5
WC-1950_CHL,T-13,Chile,CHL,South American Football Confederation,South America,WC-1950,1950 FIFA Men's World Cup,1950,3,5,group stage,5.0,5,1,3.0,5.0,5.0,8.8,6.921348314606742,5,4,9,12,0
WC-1950_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-1950,1950 FIFA Men's World Cup,1950,3,2,group stage,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,6.333333333333333,6.4903474903474905,6,5,4,26,0
WC-1950_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1950,1950 FIFA Men's World Cup,1950,2,4,group stage,11.5,23,2,4.5,11.0,11.5,6.333333333333333,6.4903474903474905,6,5,4,38,0
WC-1950_MEX,T-46,Mexico,MEX,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1950,1950 FIFA Men's World Cup,1950,3,2,group stage,4.0,4,1,3.0,4.0,4.0,3.0,3.0869565217391304,2,2,7,43,0
WC-1950_PRY,T-55,Paraguay,PRY,South American Football Confederation,South America,WC-1950,1950 FIFA Men's World Cup,1950,2,2,group stage,1.0,1,1,2.0,1.0,1.0,8.8,6.921348314606742,5,4,9,52,0
WC-1950_ESP,T-73,Spain,ESP,Union of European Football Associations,Europe,WC-1950,1950 FIFA Men's World Cup,1950,6,10,final round,4.0,4,1,3.0,4.0,4.0,6.333333333333333,6.4903474903474905,6,5,4,70,5
WC-1950_SWE,T-74,Sweden,SWE,Union of European Football Associations,Europe,WC-1950,1950 FIFA Men's World Cup,1950,5,11,final round,7.5,15,2,2.5,11.0,7.5,6.333333333333333,6.4903474903474905,6,5,4,71,5
WC-1950_CHE,T-75,Switzerland,CHE,Union of European Football Associations,Europe,WC-1950,1950 FIFA Men's World Cup,1950,3,4,group stage,5.0,10,2,2.5,5.0,5.0,6.333333333333333,6.4903474903474905,6,5,4,72,0
WC-1950_USA,T-83,United States,USA,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1950,1950 FIFA Men's World Cup,1950,3,4,group stage,4.0,8,2,2.0,1.0,4.0,3.0,3.0869565217391304,2,2,7,79,0
WC-1950_URY,T-84,Uruguay,URY,South American Football Confederation,South America,WC-1950,1950 FIFA Men's World Cup,1950,4,15,final round,15.0,15,1,4.0,15.0,15.0,8.8,6.921348314606742,5,4,9,80,5
WC-1950_YUG,T-87,Yugoslavia,YUG,Union of European Football Associations,Europe,WC-1950,1950 FIFA Men's World Cup,1950,3,7,group stage,7.0,7,1,3.0,7.0,7.0,6.333333333333333,6.4903474903474905,6,5,4,82,0
WC-1954_AUT,T-05,Austria,AUT,Union of European Football Associations,Europe,WC-1954,1954 FIFA Men's World Cup,1954,5,17,third-place match,7.0,7,1,4.0,7.0,7.0,9.5,6.4903474903474905,12,5,4,4,5
WC-1954_BEL,T-06,Belgium,BEL,Union of European Football Associations,Europe,WC-1954,1954 FIFA Men's World Cup,1954,2,5,group stage,1.0,3,3,1.3333333333333333,1.0,1.0,9.5,6.4903474903474905,12,5,4,5,0
WC-1954_BRA,T-09,Brazil,BRA,South American Football Confederation,South America,WC-1954,1954 FIFA Men's World Cup,1954,3,8,quarter-finals,10.5,42,4,3.5,22.0,12.333333333333334,12.0,6.921348314606742,2,4,9,8,3
WC-1954_CSK,T-21,Czechoslovakia,CSK,Union of European Football Associations,Europe,WC-1954,1954 FIFA Men's World Cup,1954,2,0,group stage,7.0,14,2,3.5,5.0,7.0,9.5,6.4903474903474905,12,5,4,19,0
WC-1954_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-1954,1954 FIFA Men's World Cup,1954,3,8,quarter-finals,2.0,2,1,3.0,2.0,2.0,9.5,6.4903474903474905,12,5,4,26,3
WC-1954_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-1954,1954 FIFA Men's World Cup,1954,2,3,group stage,3.3333333333333335,10,3,2.0,4.0,3.3333333333333335,9.5,6.4903474903474905,12,5,4,27,0
WC-1954_HUN,T-36,Hungary,HUN,Union of European Football Associations,Europe,WC-1954,1954 FIFA Men's World Cup,1954,5,27,final,10.0,20,2,3.0,15.0,10.0,9.5,6.4903474903474905,12,5,4,33,6
WC-1954_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1954,1954 FIFA Men's World Cup,1954,3,6,group stage,9.0,27,3,3.6666666666666665,4.0,9.0,9.5,6.4903474903474905,12,5,4,38,0
WC-1954_MEX,T-46,Mexico,MEX,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1954,1954 FIFA Men's World Cup,1954,2,2,group stage,3.0,6,2,3.0,2.0,3.0,2.0,3.0869565217391304,1,2,7,43,0
WC-1954_SCO,T-64,Scotland,SCO,Union of European Football Associations,Europe,WC-1954,1954 FIFA Men's World Cup,1954,2,0,group stage,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,9.5,6.4903474903474905,12,5,4,61,0
WC-1954_KOR,T-71,South Korea,KOR,Asian Football Confederation,East Asia,WC-1954,1954 FIFA Men's World Cup,1954,2,0,group stage,2.5287698412698414,0,0,3.2121775793650795,2.875,2.75,0.0,2.727272727272727,1,0,3,68,0
WC-1954_CHE,T-75,Switzerland,CHE,Union of European Football Associations,Europe,WC-1954,1954 FIFA Men's World Cup,1954,4,11,quarter-finals,4.666666666666667,14,3,2.6666666666666665,4.0,4.666666666666667,9.5,6.4903474903474905,12,5,4,72,3
WC-1954_TUR,T-80,Turkey,TUR,Union of European Football Associations,"Europe, Asia",WC-1954,1954 FIFA Men's World Cup,1954,3,10,group stage,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,9.5,6.4903474903474905,12,5,5,76,0
WC-1954_URY,T-84,Uruguay,URY,South American Football Confederation,South America,WC-1954,1954 FIFA Men's World Cup,1954,5,16,third-place match,15.0,30,2,4.0,15.0,15.0,12.0,6.921348314606742,2,4,9,80,5
WC-1954_DEU,T-86,Germany,DEU,Union of European Football Associations,Europe,WC-1954,1954 FIFA Men's World Cup,1954,6,25,final,7.0,14,2,3.0,3.0,7.0,9.5,6.4903474903474905,12,5,4,28,6
WC-1954_YUG,T-87,Yugoslavia,YUG,Union of European Football Associations,Europe,WC-1954,1954 FIFA Men's World Cup,1954,3,2,quarter-finals,7.0,14,2,3.0,7.0,7.0,9.5,6.4903474903474905,12,5,4,82,3
WC-1958_ARG,T-03,Argentina,ARG,South American Football Confederation,South America,WC-1958,1958 FIFA Men's World Cup,1958,3,5,group stage,10.0,20,2,3.0,2.0,10.0,10.0,6.921348314606742,3,4,9,2,0
WC-1958_AUT,T-05,Austria,AUT,Union of European Football Associations,Europe,WC-1958,1958 FIFA Men's World Cup,1958,3,2,group stage,12.0,24,2,4.5,17.0,12.0,7.916666666666667,6.4903474903474905,12,5,4,4,0
WC-1958_BRA,T-09,Brazil,BRA,South American Football Confederation,South America,WC-1958,1958 FIFA Men's World Cup,1958,6,16,final,10.0,50,5,3.4,8.0,14.666666666666666,10.0,6.921348314606742,3,4,9,8,6
WC-1958_CSK,T-21,Czechoslovakia,CSK,Union of European Football Associations,Europe,WC-1958,1958 FIFA Men's World Cup,1958,4,9,group stage,4.666666666666667,14,3,3.0,0.0,4.666666666666667,7.916666666666667,6.4903474903474905,12,5,4,19,0
WC-1958_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-1958,1958 FIFA Men's World Cup,1958,4,4,group stage,5.0,10,2,3.0,8.0,5.0,7.916666666666667,6.4903474903474905,12,5,4,26,0
WC-1958_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-1958,1958 FIFA Men's World Cup,1958,6,23,third-place match,3.25,13,4,2.0,3.0,3.0,7.916666666666667,6.4903474903474905,12,5,4,27,5
WC-1958_HUN,T-36,Hungary,HUN,Union of European Football Associations,Europe,WC-1958,1958 FIFA Men's World Cup,1958,4,7,group stage,15.666666666666666,47,3,3.6666666666666665,27.0,15.666666666666666,7.916666666666667,6.4903474903474905,12,5,4,33,0
WC-1958_MEX,T-46,Mexico,MEX,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1958,1958 FIFA Men's World Cup,1958,3,1,group stage,2.6666666666666665,8,3,2.6666666666666665,2.0,2.6666666666666665,1.0,3.0869565217391304,1,2,7,43,0
WC-1958_NIR,T-52,Northern Ireland,NIR,Union of European Football Associations,Europe,WC-1958,1958 FIFA Men's World Cup,1958,5,6,quarter-finals,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,7.916666666666667,6.4903474903474905,12,5,4,49,3
WC-1958_PRY,T-55,Paraguay,PRY,South American Football Confederation,South America,WC-1958,1958 FIFA Men's World Cup,1958,3,9,group stage,1.5,3,2,2.0,2.0,1.5,10.0,6.921348314606742,3,4,9,52,0
WC-1958_SCO,T-64,Scotland,SCO,Union of European Football Associations,Europe,WC-1958,1958 FIFA Men's World Cup,1958,3,4,group stage,0.0,0,1,2.0,0.0,0.0,7.916666666666667,6.4903474903474905,12,5,4,61,0
WC-1958_SUN,T-72,Soviet Union,SUN,Union of European Football Associations,"Europe, Asia",WC-1958,1958 FIFA Men's World Cup,1958,5,5,quarter-finals,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,7.916666666666667,6.4903474903474905,12,5,5,69,3
WC-1958_SWE,T-74,Sweden,SWE,Union of European Football Associations,Europe,WC-1958,1958 FIFA Men's World Cup,1958,6,12,final,8.666666666666666,26,3,3.3333333333333335,11.0,8.666666666666666,7.916666666666667,6.4903474903474905,12,5,4,71,6
WC-1958_WAL,T-85,Wales,WAL,Union of European Football Associations,Europe,WC-1958,1958 FIFA Men's World Cup,1958,5,4,quarter-finals,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,7.916666666666667,6.4903474903474905,12,5,4,81,3
WC-1958_DEU,T-86,Germany,DEU,Union of European Football Associations,Europe,WC-1958,1958 FIFA Men's World Cup,1958,6,12,third-place match,13.0,39,3,4.0,25.0,13.0,7.916666666666667,6.4903474903474905,12,5,4,28,5
WC-1958_YUG,T-87,Yugoslavia,YUG,Union of European Football Associations,Europe,WC-1958,1958 FIFA Men's World Cup,1958,4,7,quarter-finals,5.333333333333333,16,3,3.0,2.0,5.333333333333333,7.916666666666667,6.4903474903474905,12,5,4,82,3
WC-1962_ARG,T-03,Argentina,ARG,South American Football Confederation,South America,WC-1962,1962 FIFA Men's World Cup,1962,3,2,group stage,8.333333333333334,25,3,3.0,5.0,8.333333333333334,7.0,6.921348314606742,5,4,9,2,0
WC-1962_BRA,T-09,Brazil,BRA,South American Football Confederation,South America,WC-1962,1962 FIFA Men's World Cup,1962,6,14,final,11.0,66,6,3.8333333333333335,16.0,15.333333333333334,7.0,6.921348314606742,5,4,9,8,6
WC-1962_BGR,T-10,Bulgaria,BGR,Union of European Football Associations,Europe,WC-1962,1962 FIFA Men's World Cup,1962,3,1,group stage,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,5.1,6.4903474903474905,10,5,4,9,0
WC-1962_CHL,T-13,Chile,CHL,South American Football Confederation,South America,WC-1962,1962 FIFA Men's World Cup,1962,6,10,third-place match,5.0,10,2,3.0,5.0,5.0,7.0,6.921348314606742,5,4,9,12,5
WC-1962_COL,T-16,Colombia,COL,South American Football Confederation,South America,WC-1962,1962 FIFA Men's World Cup,1962,3,5,group stage,7.409094674460387,0,0,3.7874188255307644,7.1125,7.189583333333333,7.0,6.921348314606742,5,4,9,14,0
WC-1962_CSK,T-21,Czechoslovakia,CSK,Union of European Football Associations,Europe,WC-1962,1962 FIFA Men's World Cup,1962,6,7,final,5.75,23,4,3.25,9.0,4.666666666666667,5.1,6.4903474903474905,10,5,4,19,6
WC-1962_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-1962,1962 FIFA Men's World Cup,1962,4,5,quarter-finals,4.666666666666667,14,3,3.3333333333333335,4.0,4.666666666666667,5.1,6.4903474903474905,10,5,4,26,3
WC-1962_HUN,T-36,Hungary,HUN,Union of European Football Associations,Europe,WC-1962,1962 FIFA Men's World Cup,1962,4,8,quarter-finals,13.5,54,4,3.75,7.0,16.333333333333332,5.1,6.4903474903474905,10,5,4,33,3
WC-1962_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1962,1962 FIFA Men's World Cup,1962,3,3,group stage,8.25,33,4,3.5,6.0,7.0,5.1,6.4903474903474905,10,5,4,38,0
WC-1962_MEX,T-46,Mexico,MEX,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1962,1962 FIFA Men's World Cup,1962,3,3,group stage,2.25,9,4,2.75,1.0,1.6666666666666667,3.0,3.0869565217391304,1,2,7,43,0
WC-1962_SUN,T-72,Soviet Union,SUN,Union of European Football Associations,"Europe, Asia",WC-1962,1962 FIFA Men's World Cup,1962,4,9,quarter-finals,5.0,5,1,5.0,5.0,5.0,5.1,6.4903474903474905,10,5,5,69,3
WC-1962_ESP,T-73,Spain,ESP,Union of European Football Associations,Europe,WC-1962,1962 FIFA Men's World Cup,1962,3,2,group stage,7.0,14,2,4.5,10.0,7.0,5.1,6.4903474903474905,10,5,4,70,0
WC-1962_CHE,T-75,Switzerland,CHE,Union of European Football Associations,Europe,WC-1962,1962 FIFA Men's World Cup,1962,3,2,group stage,6.25,25,4,3.0,11.0,6.666666666666667,5.1,6.4903474903474905,10,5,4,72,0
WC-1962_URY,T-84,Uruguay,URY,South American Football Confederation,South America,WC-1962,1962 FIFA Men's World Cup,1962,3,4,group stage,15.333333333333334,46,3,4.333333333333333,16.0,15.333333333333334,7.0,6.921348314606742,5,4,9,80,0
WC-1962_DEU,T-86,Germany,DEU,Union of European Football Associations,Europe,WC-1962,1962 FIFA Men's World Cup,1962,4,4,quarter-finals,12.75,51,4,4.5,12.0,13.333333333333334,5.1,6.4903474903474905,10,5,4,28,3
WC-1962_YUG,T-87,Yugoslavia,YUG,Union of European Football Associations,Europe,WC-1962,1962 FIFA Men's World Cup,1962,6,10,third-place match,5.75,23,4,3.25,7.0,5.333333333333333,5.1,6.4903474903474905,10,5,4,82,5
WC-1966_ARG,T-03,Argentina,ARG,South American Football Confederation,South America,WC-1966,1966 FIFA Men's World Cup,1966,4,4,quarter-finals,6.75,27,4,3.0,2.0,3.0,3.0,6.921348314606742,4,4,9,2,3
WC-1966_BRA,T-09,Brazil,BRA,South American Football Confederation,South America,WC-1966,1966 FIFA Men's World Cup,1966,3,4,group stage,11.428571428571429,80,7,4.142857142857143,14.0,12.666666666666666,3.0,6.921348314606742,4,4,9,8,0
WC-1966_BGR,T-10,Bulgaria,BGR,Union of European Football Associations,Europe,WC-1966,1966 FIFA Men's World Cup,1966,3,1,group stage,1.0,1,1,3.0,1.0,1.0,7.1,6.4903474903474905,10,5,4,9,0
WC-1966_CHL,T-13,Chile,CHL,South American Football Confederation,South America,WC-1966,1966 FIFA Men's World Cup,1966,3,2,group stage,6.666666666666667,20,3,4.0,10.0,6.666666666666667,3.0,6.921348314606742,4,4,9,12,0
WC-1966_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-1966,1966 FIFA Men's World Cup,1966,6,11,final,4.75,19,4,3.5,5.0,5.666666666666667,7.1,6.4903474903474905,10,5,4,26,6
WC-1966_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-1966,1966 FIFA Men's World Cup,1966,3,2,group stage,7.2,36,5,2.8,23.0,10.0,7.1,6.4903474903474905,10,5,4,27,0
WC-1966_HUN,T-36,Hungary,HUN,Union of European Football Associations,Europe,WC-1966,1966 FIFA Men's World Cup,1966,4,8,quarter-finals,12.4,62,5,3.8,8.0,14.0,7.1,6.4903474903474905,10,5,4,33,3
